1.5781991481781006,27.54,0.44,0.08
1.4610555171966553,29.41,0.56,0.09
1.388492226600647,29.38,0.67,0.11
1.3336164951324463,29.93,0.79,0.18
1.2740569114685059,30.24,0.81,0.17
1.224082589149475,31.17,0.92,0.19
1.1763575077056885,32.12,1.08,0.24
1.134120225906372,32.1,1.16,0.31
1.1044535636901855,33.11,1.44,0.38
1.0654807090759277,33.51,1.55,0.41
1.0341770648956299,34.39,1.84,0.49
1.0005955696105957,34.76,2.02,0.59
0.9712779521942139,35.96,2.11,0.63
0.9413365125656128,36.33,2.38,0.71
0.90354323387146,37.27,2.63,0.81
0.8919950127601624,37.86,2.7,0.87
0.8670855760574341,39.07,3.13,0.9
0.8339424729347229,39.2,2.97,0.87
0.809706449508667,40.4,3.34,0.92
0.7847634553909302,39.7,3.01,0.89
0.7588337063789368,41.49,3.53,1.05
0.7382802367210388,41.57,3.41,0.95
0.7187906503677368,42.08,3.52,0.99
0.6992458701133728,42.2,3.49,0.89
0.6818235516548157,43.79,3.63,0.97
0.6546269655227661,43.8,3.66,0.98
0.6376917958259583,44.14,3.48,0.89
0.6109464764595032,44.85,3.62,0.89
0.5999681353569031,45.03,3.47,0.83
0.5777668952941895,45.35,3.49,0.88
0.5702189207077026,45.55,3.31,0.82
0.5450810194015503,46.01,3.39,0.82
0.5245761871337891,46.31,3.27,0.74
0.510288417339325,46.67,3.1,0.74
0.4861644506454468,48.13,3.37,0.7
0.48541900515556335,48.02,3.39,0.71
0.4603152275085449,48.36,3.1,0.55
0.44554364681243896,49.87,3.61,0.79
0.43565669655799866,50.65,3.84,0.98
0.42774420976638794,51.4,4.47,1.19
0.4119423031806946,51.78,4.23,1.05
0.39723068475723267,52.71,5.38,1.46
0.3854767680168152,52.42,4.33,1.13
0.37779131531715393,52.46,4.71,1.43
0.35806888341903687,53.1,5.55,1.5
0.35359662771224976,54.49,6.7,2.18
0.34349551796913147,54.88,7.05,2.5
0.338818222284317,56.0,7.73,2.69
0.3326769769191742,56.64,7.98,2.61
0.32359153032302856,56.98,8.66,2.95
0.31479641795158386,57.9,11.39,4.49
0.3031251132488251,56.7,12.26,5.08
0.2988750636577606,58.21,11.94,4.72
0.29101139307022095,58.99,14.34,6.06
0.28576889634132385,59.82,15.41,6.54
0.2757686376571655,60.54,17.1,7.55
0.2654343247413635,60.25,16.2,6.91
0.2692506015300751,61.25,22.7,10.77
0.2618352770805359,61.18,25.41,13.24
0.2565821409225464,62.96,26.77,14.41
0.2534722685813904,63.57,27.17,14.33
0.25311610102653503,62.19,25.55,14.24
0.24343782663345337,64.25,30.37,17.78
0.24649596214294434,63.93,34.17,19.54
0.23253220319747925,63.93,34.83,20.26
0.22398144006729126,63.52,33.24,18.45
0.22508764266967773,63.67,32.83,18.0
0.21923738718032837,65.26,42.08,27.04
0.21695742011070251,65.56,40.16,25.63
0.20584619045257568,64.68,41.35,27.22
0.2227056920528412,66.68,47.57,33.72
0.20865139365196228,65.23,44.3,28.66
0.20078054070472717,66.04,44.8,28.76
0.1966789960861206,64.92,44.18,28.64
0.18885384500026703,65.69,45.54,30.55
0.19303497672080994,67.26,52.69,37.92
0.1899539679288864,65.87,45.22,30.04
0.18779441714286804,65.41,48.33,34.05
0.18715877830982208,65.78,52.62,36.32
0.18073605000972748,65.33,49.89,35.75
0.18118193745613098,65.69,51.87,37.31
0.18690255284309387,67.14,53.11,38.68
0.17952878773212433,68.11,57.68,43.32
0.18019889295101166,68.22,55.03,39.72
0.18192915618419647,66.2,50.99,37.65
0.18186017870903015,67.56,58.0,43.58
0.16901403665542603,68.0,55.01,40.51
0.17139214277267456,67.83,57.04,43.53
0.16615591943264008,67.82,54.6,39.78
0.16596078872680664,67.24,55.01,40.62
0.1568782925605774,67.39,59.77,43.15
0.1660560667514801,67.34,59.71,45.52
0.1622081845998764,66.66,55.76,42.28
0.154776930809021,68.13,61.31,47.26
0.15013447403907776,67.58,59.22,44.25
0.1505488008260727,67.04,60.54,47.17
0.15634866058826447,68.68,59.26,45.69
0.14778462052345276,69.53,63.68,50.5
0.15607774257659912,67.8,60.4,45.22
0.14252561330795288,68.88,66.3,53.76
0.14609616994857788,66.41,61.97,48.47
0.14162211120128632,65.59,56.7,44.54
0.15580444037914276,67.23,58.45,44.33
0.14517493546009064,68.18,63.85,49.97
0.144502654671669,68.02,62.25,50.45
0.1433158963918686,66.89,60.81,48.45
0.1416592001914978,68.81,62.67,49.61
0.13818615674972534,69.31,64.05,51.13
0.14627471566200256,67.99,63.93,50.2
0.13492430746555328,69.49,65.61,53.19
0.1382608413696289,67.9,61.97,50.66
0.133694127202034,68.16,65.96,52.9
0.13161700963974,67.96,64.02,49.37
0.1264403760433197,69.74,66.75,54.19
0.12550045549869537,68.0,65.32,52.53
0.13867375254631042,70.02,66.33,55.22
0.12675240635871887,69.02,64.04,51.48
0.14128002524375916,70.64,68.29,55.13
0.13003946840763092,69.45,61.51,48.66
0.12985363602638245,70.87,69.18,55.9
0.12548136711120605,69.59,67.1,53.14
0.14211969077587128,70.94,69.15,55.92
0.12670110166072845,69.3,65.78,53.31
0.1343696266412735,68.97,69.01,56.18
0.12359883636236191,68.74,64.22,51.38
0.133014515042305,69.58,67.01,53.82
0.12001637369394302,70.26,65.01,52.63
0.13321059942245483,69.6,64.04,52.03
